Record #,Code / Description,Responsible Party,Unit(s),Status,Picture,Correction Required By:
HSNG-25-157,"","","",Corrected,"",""
HSNG-25-157,"",Owner,"",In Progress,"",""
HSNG-25-153,"105.CMR.410.500) (A)(2) Owner's Responsibility to Maintain Building and Structural Elements(First floor fire damage Wall, broken plaster etc. (First floor living room missing window)105.CMR. 410.520:( A)2,3(C) Protective Railings and Walls (Protective railing - front deck /porch not reaching 36’ height requirement and missing balusters for steps area)105.CMR.410.500: Owner's Responsibility to Maintain Building and Structural Elements(A)2(Front porch peeling paint)105CMR.410 410.260: Means of Egress(B)(OWNER)(3rd floor obstruction of means of egress, a/c and household items blocking 3rd front egress to dwelling unit)Yard: 105.CMR. 410.570: Maintenance of Areas in a Sanitary and Safe Condition(A)1,3,5(Exterior fire debris etc)105.CMR.410.330:(A) Smoke Detectors and Carbon Monoxide Alarms(smoke detectors missing in hallway 1st and 2nd floor common area)105.CMR.410. 630: (A),8,10,16,15,12  Conditions Deemed to Endanger or Materially Impair Health or Safety",Owner,"",Cited,"",""
HSNG-25-153,"105.CMR.410.500) (A)(2) Owner's Responsibility to Maintain Building and Structural Elements(First floor fire damage Wall , broken plaster etc. (First floor living room missing window)",Owner,"",Cited,1314676,""
HSNG-25-153,105.CMR.410.500: Owner's Responsibility to Maintain Building and Structural Elements(A)2(Front porch peeling paint),Owner,"",Cited,1314680,""
HSNG-25-153,"",Owner,"",Cited,1314681,""
HSNG-25-151,CEILING - PEELING - FLAKING - RUSTED 105.CMR.410.500 (A) 2,Owner,"",Cited,"",""
HSNG-25-149,LITTER OCCUPIED CHAPTER 327 Article I § 327-13 (1) (A)Note: Owner Is Responsible To Maintain From Property Line And 3 Feet Into Street Area.  NOTE; SPECIAL PICK MUST ONLY BE PUT OUT THE NIGHT BEFORE SCHEDULED PICK UP DAY TO AVOID IMMEDIATE TICKET.(Bulk item/sofa on tree belt),Owner,"",Corrected,1321227,08/07/2025
HSNG-25-150,"structural members -  105.CMR.410.500 (A) (1) (2) (Second floor, bathroom, ceiling, and wall water damage)",Owner,"",Cited,"",""
HSNG-25-148,"OVERGROWTH OCCUPIED CHAPTER 327 Article I § 327-13 L. (1) (A)(Overgrowth of Grass,Weeds,Bushes,Etc)",Owner,"",Cited,1314231,""
HSNG-25-148,"","","",Cited,1314232,""
HSNG-25-147,"OVERGROWTH VACANT LOT CHAPTER 327 Article I § 327-13 L (2)( Overgrowth of Grass,Weeds,Bushes,Etc)",Owner,"",Cited,1314205,""
HSNG-25-147,"",Owner,"",Cited,1314220,""
HSNG-25-146,"OVERGROWTH OCCUPIED CHAPTER 327 Article I § 327-13 L. (1) (A)(Lawn and tree belt are overgrown, grass exceeds 6 inches)",Owner,"",Corrected,1314152,08/18/2025
HSNG-25-143,"105.CMR.410.570: Maintenance of Areas in a Sanitary and Safe Condition(A) Land:The owner of any parcel of land, vacant or otherwise, shall be responsible for maintaining such parcel of land in a clean, safe, and sanitary condition and free from:(1) Refuse;(2) Pests;(3) Potential injury hazards;(4) Conditions contributing to the accumulation of standing water; or(5) Any other condition which affects the health, safety, or well-being of the occupants of any residence or of the general public.Note: Owner Is Responsible To Maintain From Property Line And 3 Feet Into Street Area.  NOTE; SPECIAL PICK UP ITEMS AND/OR TRASH RECEPTACLES MUST ONLY BE PUT OUT THE NIGHT BEFORE SCHEDULED PICK UP DAY. Bulk items on treebelt pickup date scheduled for 7/23/25 ",Owner,"",Corrected,"",""
HSNG-25-143,"","","",Cited,"",""
HSNG-25-142,OVERGROWTH VACANT LOT CHAPTER 327 Article I § 327-13 L (2),Owner,"",Cited,"",""
HSNG-25-140,"105.CMR.410.570: Maintenance of Areas in a Sanitary and Safe Condition(A) Land:The owner of any parcel of land, vacant or otherwise, shall be responsible for maintaining such parcel of land in a clean, safe, and sanitary condition and free from:(1) Refuse;(2) Pests;(3) Potential injury hazards;(4) Conditions contributing to the accumulation of standing water; or(5) Any other condition which affects the health, safety, or well-being of the occupants of any residence or of the general public. (Heavy Overgrowth Of Grass, Weeds, Vines, Bushes, Shrubs, Small Trees, Wild, Growth, Leaves,Miscellaneous Debris, Litter, Plastic, Cardboard, Etc.)Note: Yard And Property Must Be Cut ,Cleaned ,And Maintained At All Times .Note: Owner Is Responsible To Maintain From Property Line And 3 Feet Into Street Area.  ",Owner,"",Cited,1314179,""
HSNG-25-140,"","","",Cited,1314167,""
HSNG-25-140,"",Owner,"",Cited,1314187,""
HSNG-25-139,"105.CMR.410.570: Maintenance of Areas in a Sanitary and Safe Condition (A) Land:The owner of any parcel of land, vacant or otherwise, shall be responsible for maintaining such parcel of land in a clean, safe, and sanitary condition and free from:(1) Refuse;(2) Pests;(3) Potential injury hazards;(4) Conditions contributing to the accumulation of standing water; or(5) Any other condition which affects the health, safety, or well-being of the occupants of any residence or of the general public.(B) Residences:The occupants of any residence shall be responsible for maintaining, in a sanitary condition and free of refuse or other filth or causes of sickness, that part of the residence which they exclusively occupy or control.(Buckets,pipes,metal,etc)OVERGROWTH OCCUPIED CHAPTER 327 Article I § 327-13 L. (1) (A)",Owner,"",Corrected,1317040,""
HSNG-25-139,"",Owner,"",Corrected,1317042,""
HSNG-25-139,"",Owner,"",Corrected,1331345,""
HSNG-25-138,"MAINTENANCE OF LAND 105.CMR.410.570 (A) (1,3,,5)Yard: OVERGROWTH OCCUPIED CHAPTER 327 Article I § 327-13 L. (1) (A)Heavy Overgrowth Of Grass, Weeds, Vines, Bushes, Shrubs, Small Trees, Wild, Growth, ETC.Note: Yard And Property Must Be Cut, Cleaned And Maintained At All Times To Avoid Possible Fines.Maintenance of Land – YARD PROPERTY TREEBELT AND GUTTERPaper,Plastic,Cardboard,EtcProperty must be cleaned and maintained at all timesTo Avoid A Possible $100.00 Ticket Every 3 Days Until Property Is Completely Cleaned And Maintained. Note: Owner Is Responsible To Maintain From Property Line And 3 Feet Into Street Area.    NOTE; SPECIAL PICK UP ITEMS AND/OR TRASH RECEPTACLES MUST ONLY BE PUT OUT THE NIGHT BEFORE SCHEDULED PICK UP DAYTO AVOID IMMEDIATE TICKET(Mattress ,litter.etc..)",Owner,"",Cited,1314216,08/22/2025
HSNG-25-138,"",Owner,"",Cited,1314199,08/22/2025
HSNG-25-138,"",Owner,"",Cited,1314200,08/22/2025
HSNG-25-138,"",Owner,"",Cited,1314201,08/22/2025
HSNG-25-138,"",Owner,"",Cited,1314204,08/22/2025
HSNG-25-138,"",Owner,"",Cited,1314209,08/22/2025
HSNG-25-138,"",Owner,"",Cited,1314210,08/22/2025
HSNG-25-138,"",Owner,"",Cited,1314217,08/22/2025
HSNG-25-136,"OVERGROWTH OCCUPIED CHAPTER 327 Article I § 327-13 L. (1) (A)(Overgrowth of Grass,Weeds,Bushes,Etc.)",Owner,"",Cited,1313736,07/28/2025
HSNG-25-136,"",Owner,"",Cited,1313738,""
HSNG-25-135,LITTER OCCUPIED CHAPTER 327 Article I § 327-13 L. (1) (A)(Mattress and accumulation of loose litter by dumpster),Owner,"",Corrected,1313708,07/31/2025
HSNG-25-134,"OVERGROWTH OCCUPIED CHAPTER 327 Article I § 327-13 L. (1) (A)(Overgrowth of Grass,Weeds,Bushes,Etc)",Owner,"",Cited,1313629,07/31/2025
HSNG-25-134,"",Owner,"",Corrected,1323018,""
HSNG-25-133,"Unregistered Motor Vehicle Chapter 327 Article 1 § 327-14 (A/B)Whoever, being the owner, occupant, or in control of real estate, permits, allows or suffers an unregistered motor vehicle or a substantial part of such motor vehicle to remain on said premises for a period in excess of 12 days shall be punished by a fine. ( green Honda & black Honda no plates , vehicles need to be registered or removed) ",Owner,"",Corrected,"",""
HSNG-25-133,"",Owner,"",Corrected,"",""
HSNG-25-132,"Unregistered Motor Vehicle Chapter 327 Article 1 § 327-14 (A/B)Whoever, being the owner, occupant, or in control of real estate, permits, allows or suffers an unregistered motor vehicle or a substantial part of such motor vehicle to remain on said premises for a period in excess of 12 days shall be punished by a fine. ( Gray Honda odyssey needs to be registered or removed) ",Owner,"",Corrected,"",""
HSNG-25-132,"","","",Corrected,"",""
HSNG-25-128,MAINTENANCE OF LAND 105.CMR.410.570 (A) (C)(Pile of mattresses and construction debris at rear of property),Owner,"",Cited,1313248,08/14/2025
HSNG-25-128,(Pile of miscellaneous junk and debris in driveway),"","",Cited,1313251,""
HSNG-25-128,(Bucket and trash bag in driveway). Dumpster is on site.,"","",Cited,1313252,""
HSNG-25-127,LITTER OCCUPIED CHAPTER 327 Article I § 327-13 L. (1) (A)(Accumulation of litter on property),Owner,"",Corrected,1313209,07/30/2025
HSNG-25-126,105.CMR.410.570: Maintenance of Areas in a Sanitary and Safe Condition. (B)(Cluttered items in basement blocking passageway to stairs and fuse box and creating a safety hazard/ Fire load),Owner,Basement,Cited,"",11/03/2025
HSNG-25-126,105.CMR.410.500: Owner's Responsibility to Maintain Building and Structural Elements. (A) (2)(Large hole in roof),Owner,Exterior,Cited,"",11/03/2025
HSNG-25-126,"105.CMR.410.235: Owner’s Installation, Maintenance and Repair Responsibilities. (A) (12)(Expose wiring junction box needs cover)",Owner,Basement,Cited,"",11/03/2025
HSNG-25-125,"105.CMR.410.235: Owner’s Installation, Maintenance and Repair Responsibilities(A) The facilities and equipment the owner is required to provide include, but are not limited to:(8) Conventional cook top and ovens, as required by 105 CMR 410.100 except and to the extent the occupant is required to provide these items under a written rental agreement;(13) Smoke detectors and carbon monoxide alarms as required by 780 CMR: Massachusetts State Building Code and 527 CMR 1.00: Massachusetts Comprehensive Fire Safety Code;(Stove not functioning.Gas off behind stove.No power cord for stove.)(Smoke detectors and COs missing throughout dwelling.)",Owner,"",Cited,1313382,""
HSNG-25-125,"",Owner,"",Cited,1313383,""
HSNG-25-125,"",Owner,"",Cited,1313384,""
HSNG-25-125,"OVERGROWTH OCCUPIED CHAPTER 327 Article I § 327-13 L. (1) (A)(Overgrowth of grass,weeds,bushes,Etc)",Owner,"",Cited,1313395,""
HSNG-25-125,"",Owner,"",Cited,1319245,""
HSNG-25-124,"105.CMR.410.270:Locks (A) The owner shall provide, install and maintain locks in the following manner and shall comply with the requirements of 780 CMR: Massachusetts State Building Code and 521 CMR: Architectural Access Board Regulations, and M.G.L. c. 143 § 3R so that:(1) Every residence shall be capable of being secured against unlawful entry.(2) Every entry door of a dwelling unit shall be capable of being secured against unlawful entry.(3) The main entry door of a residence containing more than three dwelling units shall be so designed or equipped so as to close and lock automatically with a lock, including a lock with an electrically-operated striker mechanism, a self-closing door, and associated equipment. If two doors enclose an entrywaybetween the common areas of the residence and the exterior of the residence, only one door must meet this requirement.       C(B) The owner of a residence, except in a homeless shelter, shall provide a key to the occupant for: (1) The main entry door to the residence;(2) The occupant’s dwelling unit or rooming unit; and(3) Areas common to their unit. (Main entry doors not locking properly.Unit doors not locking properly.Bedrooms have missing or keyed locks.",Owner,"",Cited,1316731,09/04/2025
HSNG-25-124,"",Owner,"",Cited,1316754,""
HSNG-25-124,"","","",Cited,1316755,""
HSNG-25-124,"","","",Cited,1316756,""
HSNG-25-124,"","","",Cited,1316757,""
HSNG-25-124,"","","",Cited,1316758,""
HSNG-25-124," 105.CMR.410.500 Owner’s Responsibility to maintain Building and Structural Elements (A) every owner of a residence shall maintain all building structural elements in compliance with accepted standards, so they are in good repair, and in every way fit for intended use.(kitchen floor.Pieces broken,Need replacing.)",Owner,"",Cited,1316761,09/04/2025
HSNG-25-124,"","","",Cited,1316762,""
HSNG-25-124,"105.CMR.410.500 Owner’s Responsibility to maintain Building and Structural Elements (A) every owner of a residence shall maintain all building structural elements in compliance with accepted standards, so they are in good repair, and in every way fit for intended use.(Common area mailboxes in disrepair.)",Owner,"",Cited,1316763,09/04/2025
HSNG-25-123,"LITTER OCCUPIED CHAPTER 327 Article I § 327-13 L. (1) (A)( debris, tires, auto parts in rear of property). ",Owner,"",Cited,"",""
HSNG-25-121,105.CMR.410.235 (A) (1)(Kitchen sink is loose and leaks at base),Owner,"",Corrected,1325604,08/18/2025
HSNG-25-121,105.CMR.410.500 (A) 2(Broken bottom step going to basement. Step has  large hole creating an injury risk),Owner,"",Corrected,1317595,08/18/2025
HSNG-25-121,105.CMR.410.500 (A) 2(Broken step going into basement. Step is loose and caved in creating an injury risk),Owner,"",Corrected,1324800,08/18/2025
HSNG-25-120,MAINTENANCE OF LAND 105.CMR.410.570 (A) (1) (2) (4),Owner,"",Corrected,1319999,08/04/2025
HSNG-25-118,INFESTATION OF ROACHES - RAT - MICE - VERMIN 105.CMR.410.550 (B)(Dwelling has roach infestations),Owner,"",Cited,1316772,""
HSNG-25-118,105.CMR.410.500: Owner's Responsibility to Maintain Building and Structural Elements (A) (2)(Door stop to bedroom door is broken),Owner,Second floor,Cited,1317393,""
HSNG-25-118,"105.CMR.410.500: Owner's Responsibility to Maintain Building and Structural Elements (A) (2)(Floor underneath rug is raised up and uneven, creating a trip hazard)",Owner,Third floor attic,Cited,1317396,""
HSNG-25-118,105.CMR.410.170 VENTING. (B)(B) All electric and gas clothes drying equipment shall be vented to the outdoors except electric dryers listed andlabeled as ventless by the manufacturer.(Electric dryer is being vented into a 5 gallon bucket allowing moisture to build up and creating a fire hazard),Owner,Basement,Cited,1346778,11/14/2025
HSNG-25-118,"105.CMR.410.235 (A) (12)(Conduit of old, exposed wiring up against front porch of dwelling)",Owner,Exterior,Cited,1346777,11/14/2025
HSNG-25-118,105.CMR.410.100: Kitchen Facilities(B) The facilities required by 105 CMR 410.100(A) shall have smooth and impervious surfaces and be free from defects which make them difficult to keep clean or create an accident hazard.(Kitchen floor tile is cracked creating a injury/trip hazard),Owner,Second floor unit,Cited,1346781,11/14/2025
HSNG-25-118,105.CMR.410.500: Owner's Responsibility to Maintain Building and Structural Elements (A) (2)(Gaps in floorboard on third floor stairway landing),Owner,Stairway going to third floor,Cited,1346782,11/14/2025
HSNG-25-118,105.CMR.410.500: Owner's Responsibility to Maintain Building and Structural Elements (A) (2)(Top step going to third floor attic is cracked and uneven when stepped on),Owner,Third floor stairway,Cited,1346789,11/14/2025
HSNG-25-118,105.CMR.410.530: Weathertight Elements(B) A door leading from a residence or dwelling unit to the exterior shall be considered to be weathertight only if:(a) The door is sufficiently well-fitted so that it minimizes the infiltration of air or moisture and the space between the door and the prime door frame is no larger than 1/8 inch at any point on the sides of the door.(Front side porch door has air gap allowing outside air to infiltrate),Owner,Side porch front door,Cited,1346792,11/14/2025
HSNG-25-117,"",Owner,"",Cited,1312549,07/25/2025
HSNG-25-117,"LITTER OCCUPIED CHAPTER 327 Article I § 327-13 L. (1) (A)( Broken furniture,cushions)",Owner,"",Cited,1312558,07/25/2025
HSNG-25-117,"",Owner,"",Corrected,1316511,""
HSNG-25-116,"105.CMR.410.235: Owner’s Installation, Maintenance and Repair Responsibilities(A) The facilities and equipment the owner is required to provide include, but are not limited to: (2) Bathtubs and/or Showers; ( shower head not working properly)",Owner,"",Corrected,"",""
